L [m],Gamma soil kN/m3],phi soil [degree],Surcharge [kN/m],Concrete cost,Pile Diameter (X1) [m]
8,15,32,20,100,0.942
9,15,32,20,100,1.127
10,15,32,20,100,1.305
11,15,32,20,100,1.493
12,15,32,20,100,1.681
3,16,32,20,100,0.211
4,16,32,20,100,0.358
5,16,32,20,100,0.492
6,16,32,20,100,0.642
7,16,32,20,100,0.779
8,16,32,20,100,0.964
9,16,32,20,100,1.152
10,16,32,20,100,1.347
11,16,32,20,100,1.542
12,16,32,20,100,1.766
3,17,32,20,100,0.216
4,17,32,20,100,0.367
5,17,32,20,100,0.504
6,17,32,20,100,0.656
7,17,32,20,100,0.81
8,17,32,20,100,0.994
9,17,32,20,100,1.184
10,17,32,20,100,1.377
11,17,32,20,100,1.579
3,18,32,20,100,0.22
4,18,32,20,100,0.366
5,18,32,20,100,0.513
6,18,32,20,100,0.66
7,18,32,20,100,0.839
8,18,32,20,100,1.012
9,18,32,20,100,1.211
10,18,32,20,100,1.413
11,18,32,20,100,1.612
3,19,32,20,100,0.225
4,19,32,20,100,0.374
5,19,32,20,100,0.525
6,19,32,20,100,0.682
7,19,32,20,100,0.862
8,19,32,20,100,1.047
9,19,32,20,100,1.239
10,19,32,20,100,1.434
11,19,32,20,100,1.649
3,20,32,20,100,0.229
4,20,32,20,100,0.384
5,20,32,20,100,0.534
6,20,32,20,100,0.689
7,20,32,20,100,0.87
8,20,32,20,100,1.069
9,20,32,20,100,1.269
10,20,32,20,100,1.483
11,20,32,20,100,1.696
3,14,33,20,100,0.2
4,14,33,20,100,0.337
5,14,33,20,100,0.461
6,14,33,20,100,0.6
7,14,33,20,100,0.744
8,14,33,20,100,0.905
9,14,33,20,100,1.069
10,14,33,20,100,1.242
11,14,33,20,100,1.425
12,14,33,20,100,1.599
3,15,33,20,100,0.2
4,15,33,20,100,0.338
5,15,33,20,100,0.475
6,15,33,20,100,0.612
7,15,33,20,100,0.761
8,15,33,20,100,0.918
9,15,33,20,100,1.098
10,15,33,20,100,1.269
11,15,33,20,100,1.466
12,15,33,20,100,1.657
3,16,33,20,100,0.204
4,16,33,20,100,0.347
5,16,33,20,100,0.484
6,16,33,20,100,0.619
7,16,33,20,100,0.779
8,16,33,20,100,0.944
9,16,33,20,100,1.126
10,16,33,20,100,1.313
11,16,33,20,100,1.503
12,16,33,20,100,1.694
3,17,33,20,100,0.208
4,17,33,20,100,0.355
5,17,33,20,100,0.49
6,17,33,20,100,0.64
7,17,33,20,100,0.779
8,17,33,20,100,0.965
9,17,33,20,100,1.155
10,17,33,20,100,1.343
11,17,33,20,100,1.536
12,17,33,20,100,1.741
3,18,33,20,100,0.213
4,18,33,20,100,0.364
5,18,33,20,100,0.504
6,18,33,20,100,0.653
7,18,33,20,100,0.809
8,18,33,20,100,0.994
9,18,33,20,100,1.185
10,18,33,20,100,1.379
11,18,33,20,100,1.581
3,19,33,20,100,0.217
4,19,33,20,100,0.362
5,19,33,20,100,0.509
6,19,33,20,100,0.671
7,19,33,20,100,0.839
8,19,33,20,100,1.02
9,19,33,20,100,1.21
10,19,33,20,100,1.413
11,19,33,20,100,1.617
3,20,33,20,100,0.222
4,20,33,20,100,0.371
5,20,33,20,100,0.521
6,20,33,20,100,0.678
7,20,33,20,100,0.858
8,20,33,20,100,1.044
9,20,33,20,100,1.236
10,20,33,20,100,1.432
11,20,33,20,100,1.644
3,14,34,20,100,0.2
4,14,34,20,100,0.327
5,14,34,20,100,0.45
6,14,34,20,100,0.583
7,14,34,20,100,0.723
8,14,34,20,100,0.878
9,14,34,20,100,1.044
10,14,34,20,100,1.213
11,14,34,20,100,1.393
12,14,34,20,100,1.566
3,15,34,20,100,0.2
4,15,34,20,100,0.336
5,15,34,20,100,0.463
6,15,34,20,100,0.6
7,15,34,20,100,0.741
8,15,34,20,100,0.906
9,15,34,20,100,1.067
10,15,34,20,100,1.249
11,15,34,20,100,1.432
12,15,34,20,100,1.614
3,16,34,20,100,0.2
4,16,34,20,100,0.336
5,16,34,20,100,0.473
6,16,34,20,100,0.611
7,16,34,20,100,0.761
8,16,34,20,100,0.92
9,16,34,20,100,1.102
10,16,34,20,100,1.277
11,16,34,20,100,1.469
12,16,34,20,100,1.66
3,17,34,20,100,0.202
4,17,34,20,100,0.345
5,17,34,20,100,0.481
6,17,34,20,100,0.617
7,17,34,20,100,0.778
8,17,34,20,100,0.945
9,17,34,20,100,1.121
10,17,34,20,100,1.317
11,17,34,20,100,1.509
12,17,34,20,100,1.707
3,18,34,20,100,0.207
4,18,34,20,100,0.352
5,18,34,20,100,0.49
6,18,34,20,100,0.639
7,18,34,20,100,0.803
8,18,34,20,100,0.964
9,18,34,20,100,1.155
10,18,34,20,100,1.345
11,18,34,20,100,1.539
3,19,34,20,100,0.212
4,19,34,20,100,0.361
5,19,34,20,100,0.5
6,19,34,20,100,0.65
7,19,34,20,100,0.805
8,19,34,20,100,0.992
9,19,34,20,100,1.183
10,19,34,20,100,1.379
11,19,34,20,100,1.582
3,20,34,20,100,0.214
4,20,34,20,100,0.368
5,20,34,20,100,0.506
6,20,34,20,100,0.666
7,20,34,20,100,0.834
8,20,34,20,100,1.016
9,20,34,20,100,1.206
10,20,34,20,100,1.411
11,20,34,20,100,1.607
3,14,35,20,100,0.2
4,14,35,20,100,0.317
5,14,35,20,100,0.439
6,14,35,20,100,0.573
7,14,35,20,100,0.715
8,14,35,20,100,0.864
9,14,35,20,100,1.019
10,14,35,20,100,1.186
11,14,35,20,100,1.356
12,14,35,20,100,1.537
3,15,35,20,100,0.2
4,15,35,20,100,0.325
5,15,35,20,100,0.448
6,15,35,20,100,0.583
7,15,35,20,100,0.724
8,15,35,20,100,0.88
9,15,35,20,100,1.042
10,15,35,20,100,1.22
11,15,35,20,100,1.401
12,15,35,20,100,1.58
3,16,35,20,100,0.2
4,16,35,20,100,0.334
5,16,35,20,100,0.461
6,16,35,20,100,0.598
7,16,35,20,100,0.744
8,16,35,20,100,0.885
9,16,35,20,100,1.07
10,16,35,20,100,1.251
11,16,35,20,100,1.439
12,16,35,20,100,1.622
3,17,35,20,100,0.2
4,17,35,20,100,0.341
5,17,35,20,100,0.471
6,17,35,20,100,0.609
7,17,35,20,100,0.761
8,17,35,20,100,0.92
9,17,35,20,100,1.099
10,17,35,20,100,1.28
11,17,35,20,100,1.475
12,17,35,20,100,1.667
3,18,35,20,100,0.2
4,18,35,20,100,0.341
5,18,35,20,100,0.479
6,18,35,20,100,0.625
7,18,35,20,100,0.776
8,18,35,20,100,0.944
9,18,35,20,100,1.121
10,18,35,20,100,1.318
11,18,35,20,100,1.512
12,18,35,20,100,1.723
3,19,35,20,100,0.204
4,19,35,20,100,0.349
5,19,35,20,100,0.486
6,19,35,20,100,0.634
7,19,35,20,100,0.799
8,19,35,20,100,0.961
9,19,35,20,100,1.153
10,19,35,20,100,1.344
11,19,35,20,100,1.543
12,19,35,20,100,1.749
3,20,35,20,100,0.207
4,20,35,20,100,0.357
5,20,35,20,100,0.496
6,20,35,20,100,0.645
7,20,35,20,100,0.801
8,20,35,20,100,0.987
9,20,35,20,100,1.18
10,20,35,20,100,1.375
11,20,35,20,100,1.581
3,14,36,20,100,0.2
4,14,36,20,100,0.306
5,14,36,20,100,0.428
6,14,36,20,100,0.559
7,14,36,20,100,0.69
8,14,36,20,100,0.842
9,14,36,20,100,0.993
10,14,36,20,100,1.158
11,14,36,20,100,1.322
12,14,36,20,100,1.496
3,15,36,20,100,0.2
4,15,36,20,100,0.314
5,15,36,20,100,0.441
6,15,36,20,100,0.572
7,15,36,20,100,0.71
8,15,36,20,100,0.849
9,15,36,20,100,1.014
10,15,36,20,100,1.182
11,15,36,20,100,1.366
12,15,36,20,100,1.538
3,16,36,20,100,0.2
4,16,36,20,100,0.322
5,16,36,20,100,0.451
6,16,36,20,100,0.581
7,16,36,20,100,0.723
8,16,36,20,100,0.88
9,16,36,20,100,1.044
10,16,36,20,100,1.223
11,16,36,20,100,1.396
12,16,36,20,100,1.591
3,17,36,20,100,0.2
4,17,36,20,100,0.33
5,17,36,20,100,0.458
6,17,36,20,100,0.596
7,17,36,20,100,0.747
8,17,36,20,100,0.885
9,17,36,20,100,1.071
10,17,36,20,100,1.254
11,17,36,20,100,1.422
12,17,36,20,100,1.637
3,18,36,20,100,0.2
4,18,36,20,100,0.338
5,18,36,20,100,0.467
6,18,36,20,100,0.605
7,18,36,20,100,0.745
8,18,36,20,100,0.919
9,18,36,20,100,1.103
10,18,36,20,100,1.28
11,18,36,20,100,1.477
12,18,36,20,100,1.678
3,19,36,20,100,0.2
4,19,36,20,100,0.337
5,19,36,20,100,0.476
6,19,36,20,100,0.621
7,19,36,20,100,0.772
8,19,36,20,100,0.94
9,19,36,20,100,1.126
10,19,36,20,100,1.316
11,19,36,20,100,1.511
12,19,36,20,100,1.707
3,20,36,20,100,0.201
4,20,36,20,100,0.345
5,20,36,20,100,0.482
6,20,36,20,100,0.629
7,20,36,20,100,0.797
8,20,36,20,100,0.957
9,20,36,20,100,1.149
10,20,36,20,100,1.34
11,20,36,20,100,1.54
12,20,36,20,100,1.745
3,14,37,20,100,0.2
4,14,37,20,100,0.296
5,14,37,20,100,0.414
6,14,37,20,100,0.544
7,14,37,20,100,0.674
8,14,37,20,100,0.814
9,14,37,20,100,0.966
10,14,37,20,100,1.127
11,14,37,20,100,1.294
12,14,37,20,100,1.47
3,15,37,20,100,0.2
4,15,37,20,100,0.304
5,15,37,20,100,0.426
6,15,37,20,100,0.558
7,15,37,20,100,0.685
8,15,37,20,100,0.843
9,15,37,20,100,0.996
10,15,37,20,100,1.155
11,15,37,20,100,1.33
12,15,37,20,100,1.509
3,16,37,20,100,0.2
4,16,37,20,100,0.312
5,16,37,20,100,0.438
6,16,37,20,100,0.57
7,16,37,20,100,0.709
8,16,37,20,100,0.862
9,16,37,20,100,1.016
10,16,37,20,100,1.187
11,16,37,20,100,1.36
12,16,37,20,100,1.547
3,17,37,20,100,0.2
4,17,37,20,100,0.319
5,17,37,20,100,0.448
6,17,37,20,100,0.578
7,17,37,20,100,0.721
8,17,37,20,100,0.879
9,17,37,20,100,1.045
10,17,37,20,100,1.225
11,17,37,20,100,1.4
12,17,37,20,100,1.597
3,18,37,20,100,0.2
4,18,37,20,100,0.327
5,18,37,20,100,0.455
6,18,37,20,100,0.596
7,18,37,20,100,0.744
8,18,37,20,100,0.882
9,18,37,20,100,1.07
10,18,37,20,100,1.254
11,18,37,20,100,1.423
12,18,37,20,100,1.628
3,19,37,20,100,0.2
4,19,37,20,100,0.335
5,19,37,20,100,0.463
6,19,37,20,100,0.607
7,19,37,20,100,0.76
8,19,37,20,100,0.915
9,19,37,20,100,1.1
10,19,37,20,100,1.278
11,19,37,20,100,1.475
12,19,37,20,100,1.669
3,20,37,20,100,0.2
4,20,37,20,100,0.342
5,20,37,20,100,0.475
6,20,37,20,100,0.619
7,20,37,20,100,0.767
8,20,37,20,100,0.935
9,20,37,20,100,1.126
10,20,37,20,100,1.312
11,20,37,20,100,1.507
12,20,37,20,100,1.724
3,14,38,20,100,0.2
4,14,38,20,100,0.286
5,14,38,20,100,0.409
6,14,38,20,100,0.529
7,14,38,20,100,0.663
8,14,38,20,100,0.798
9,14,38,20,100,0.946
10,14,38,20,100,1.101
11,14,38,20,100,1.267
12,14,38,20,100,1.436
3,15,38,20,100,0.2
4,15,38,20,100,0.294
5,15,38,20,100,0.422
6,15,38,20,100,0.543
7,15,38,20,100,0.674
8,15,38,20,100,0.815
9,15,38,20,100,0.969
10,15,38,20,100,1.132
11,15,38,20,100,1.3
12,15,38,20,100,1.473
3,16,38,20,100,0.2
4,16,38,20,100,0.301
5,16,38,20,100,0.423
6,16,38,20,100,0.558
7,16,38,20,100,0.689
8,16,38,20,100,0.843
9,16,38,20,100,0.997
10,16,38,20,100,1.156
11,16,38,20,100,1.336
12,16,38,20,100,1.517
3,17,38,20,100,0.2
4,17,38,20,100,0.31
5,17,38,20,100,0.435
6,17,38,20,100,0.568
7,17,38,20,100,0.712
8,17,38,20,100,0.864
9,17,38,20,100,1.015
10,17,38,20,100,1.189
11,17,38,20,100,1.363
12,17,38,20,100,1.551
3,18,38,20,100,0.2
4,18,38,20,100,0.317
5,18,38,20,100,0.444
6,18,38,20,100,0.575
7,18,38,20,100,0.718
8,18,38,20,100,0.876
9,18,38,20,100,1.043
10,18,38,20,100,1.224
11,18,38,20,100,1.4
12,18,38,20,100,1.596
3,19,38,20,100,0.2
4,19,38,20,100,0.324
5,19,38,20,100,0.451
6,19,38,20,100,0.593
7,19,38,20,100,0.74
8,19,38,20,100,0.902
9,19,38,20,100,1.067
10,19,38,20,100,1.251
11,19,38,20,100,1.421
12,19,38,20,100,1.635
3,20,38,20,100,0.2
4,20,38,20,100,0.33
5,20,38,20,100,0.462
6,20,38,20,100,0.602
7,20,38,20,100,0.754
8,20,38,20,100,0.909
9,20,38,20,100,1.094
10,20,38,20,100,1.273
11,20,38,20,100,1.471
3,14,27,0,125,0.2
4,14,27,0,125,0.232
5,14,27,0,125,0.369
6,14,27,0,125,0.505
7,14,27,0,125,0.657
8,14,27,0,125,0.807
9,14,27,0,125,0.987
10,14,27,0,125,1.173
11,14,27,0,125,1.363
12,14,27,0,125,1.56
3,15,27,0,125,0.2
4,15,27,0,125,0.244
5,15,27,0,125,0.39
6,15,27,0,125,0.524
7,15,27,0,125,0.681
8,15,27,0,125,0.831
9,15,27,0,125,1.032
10,15,27,0,125,1.218
11,15,27,0,125,1.426
12,15,27,0,125,1.626
3,16,27,0,125,0.2
4,16,27,0,125,0.256
5,16,27,0,125,0.399
6,16,27,0,125,0.55
7,16,27,0,125,0.707
8,16,27,0,125,0.878
9,16,27,0,125,1.068
10,16,27,0,125,1.272
11,16,27,0,125,1.48
12,16,27,0,125,1.676
3,17,27,0,125,0.2
4,17,27,0,125,0.269
5,17,27,0,125,0.42
6,17,27,0,125,0.56
7,17,27,0,125,0.735
8,17,27,0,125,0.904
9,17,27,0,125,1.109
10,17,27,0,125,1.316
11,17,27,0,125,1.521
12,17,27,0,125,1.744
3,18,27,0,125,0.2
4,18,27,0,125,0.282
5,18,27,0,125,0.431
6,18,27,0,125,0.591
7,18,27,0,125,0.745
8,18,27,0,125,0.943
9,18,27,0,125,1.148
10,18,27,0,125,1.355
11,18,27,0,125,1.572
3,19,27,0,125,0.2
4,19,27,0,125,0.294
5,19,27,0,125,0.448
6,19,27,0,125,0.606
7,19,27,0,125,0.789
8,19,27,0,125,0.974
9,19,27,0,125,1.185
10,19,27,0,125,1.393
11,19,27,0,125,1.629
3,20,27,0,125,0.2
4,20,27,0,125,0.306
5,20,27,0,125,0.463
6,20,27,0,125,0.622
7,20,27,0,125,0.793
8,20,27,0,125,1.002
9,20,27,0,125,1.219
10,20,27,0,125,1.427
11,20,27,0,125,1.671
3,14,28,0,125,0.2
4,14,28,0,125,0.224
5,14,28,0,125,0.368
6,14,28,0,125,0.498
7,14,28,0,125,0.643
8,14,28,0,125,0.803
9,14,28,0,125,0.961
10,14,28,0,125,1.153
11,14,28,0,125,1.341
12,14,28,0,125,1.536
3,15,28,0,125,0.2
4,15,28,0,125,0.236
5,15,28,0,125,0.378
6,15,28,0,125,0.517
7,15,28,0,125,0.657
8,15,28,0,125,0.83
9,15,28,0,125,1.004
10,15,28,0,125,1.196
11,15,28,0,125,1.393
12,15,28,0,125,1.597
3,16,28,0,125,0.2
4,16,28,0,125,0.249
5,16,28,0,125,0.387
6,16,28,0,125,0.536
7,16,28,0,125,0.696
8,16,28,0,125,0.851
9,16,28,0,125,1.045
10,16,28,0,125,1.241
11,16,28,0,125,1.432
12,16,28,0,125,1.644
3,17,28,0,125,0.2
4,17,28,0,125,0.261
5,17,28,0,125,0.406
6,17,28,0,125,0.559
7,17,28,0,125,0.708
8,17,28,0,125,0.896
9,17,28,0,125,1.073
10,17,28,0,125,1.282
11,17,28,0,125,1.485
12,17,28,0,125,1.714
3,18,28,0,125,0.2
4,18,28,0,125,0.274
5,18,28,0,125,0.416
6,18,28,0,125,0.569
7,18,28,0,125,0.747
8,18,28,0,125,0.919
9,18,28,0,125,1.11
10,18,28,0,125,1.321
11,18,28,0,125,1.547
3,19,28,0,125,0.2
4,19,28,0,125,0.286
5,19,28,0,125,0.436
6,19,28,0,125,0.594
7,19,28,0,125,0.756
8,19,28,0,125,0.955
9,19,28,0,125,1.158
10,19,28,0,125,1.362
11,19,28,0,125,1.594
3,20,28,0,125,0.2
4,20,28,0,125,0.296
5,20,28,0,125,0.447
6,20,28,0,125,0.613
7,20,28,0,125,0.795
8,20,28,0,125,0.988
9,20,28,0,125,1.187
10,20,28,0,125,1.409
11,20,28,0,125,1.636
3,14,29,0,125,0.2
4,14,29,0,125,0.217
5,14,29,0,125,0.357
6,14,29,0,125,0.486
7,14,29,0,125,0.622
8,14,29,0,125,0.778
9,14,29,0,125,0.942
10,14,29,0,125,1.115
11,14,29,0,125,1.308
12,14,29,0,125,1.499
3,15,29,0,125,0.2
4,15,29,0,125,0.23
5,15,29,0,125,0.366
6,15,29,0,125,0.507
7,15,29,0,125,0.651
8,15,29,0,125,0.8
9,15,29,0,125,0.988
10,15,29,0,125,1.167
11,15,29,0,125,1.362
12,15,29,0,125,1.565
3,16,29,0,125,0.2
4,16,29,0,125,0.242
5,16,29,0,125,0.385
6,16,29,0,125,0.525
7,16,29,0,125,0.673
8,16,29,0,125,0.848
9,16,29,0,125,1.018
10,16,29,0,125,1.214
11,16,29,0,125,1.413
12,16,29,0,125,1.606
3,17,29,0,125,0.2
4,17,29,0,125,0.254
5,17,29,0,125,0.394
6,17,29,0,125,0.541
7,17,29,0,125,0.695
8,17,29,0,125,0.869
9,17,29,0,125,1.049
10,17,29,0,125,1.26
11,17,29,0,125,1.461
12,17,29,0,125,1.675
3,18,29,0,125,0.2
4,18,29,0,125,0.265
5,18,29,0,125,0.412
6,18,29,0,125,0.565
7,18,29,0,125,0.72
8,18,29,0,125,0.885
9,18,29,0,125,1.091
10,18,29,0,125,1.289
11,18,29,0,125,1.509
12,18,29,0,125,1.739
3,19,29,0,125,0.2
4,19,29,0,125,0.276
5,19,29,0,125,0.421
6,19,29,0,125,0.577
7,19,29,0,125,0.747
8,19,29,0,125,0.92
9,19,29,0,125,1.125
10,19,29,0,125,1.34
11,19,29,0,125,1.555
3,20,29,0,125,0.2
4,20,29,0,125,0.288
5,20,29,0,125,0.441
6,20,29,0,125,0.6
7,20,29,0,125,0.765
8,20,29,0,125,0.961
9,20,29,0,125,1.159
10,20,29,0,125,1.377
11,20,29,0,125,1.604
3,14,30,0,125,0.2
4,14,30,0,125,0.201
5,14,30,0,125,0.346
6,14,30,0,125,0.476
7,14,30,0,125,0.615
8,14,30,0,125,0.752
9,14,30,0,125,0.922
10,14,30,0,125,1.1
11,14,30,0,125,1.274
12,14,30,0,125,1.468
3,15,30,0,125,0.2
4,15,30,0,125,0.222
5,15,30,0,125,0.366
6,15,30,0,125,0.494
7,15,30,0,125,0.637
8,15,30,0,125,0.769
9,15,30,0,125,0.95
10,15,30,0,125,1.141
11,15,30,0,125,1.33
12,15,30,0,125,1.52
3,16,30,0,125,0.2
4,16,30,0,125,0.234
5,16,30,0,125,0.373
6,16,30,0,125,0.511
7,16,30,0,125,0.647
8,16,30,0,125,0.818
9,16,30,0,125,1.001
10,16,30,0,125,1.178
11,16,30,0,125,1.381
12,16,30,0,125,1.581
3,17,30,0,125,0.2
4,17,30,0,125,0.245
5,17,30,0,125,0.391
6,17,30,0,125,0.526
7,17,30,0,125,0.685
8,17,30,0,125,0.837
9,17,30,0,125,1.037
10,17,30,0,125,1.224
11,17,30,0,125,1.428
12,17,30,0,125,1.637
3,18,30,0,125,0.2
4,18,30,0,125,0.258
5,18,30,0,125,0.4
6,18,30,0,125,0.549
7,18,30,0,125,0.706
8,18,30,0,125,0.877
9,18,30,0,125,1.066
10,18,30,0,125,1.27
11,18,30,0,125,1.479
12,18,30,0,125,1.67
3,19,30,0,125,0.2
4,19,30,0,125,0.267
5,19,30,0,125,0.417
6,19,30,0,125,0.566
7,19,30,0,125,0.73
8,19,30,0,125,0.899
9,19,30,0,125,1.106
10,19,30,0,125,1.306
11,19,30,0,125,1.525
12,19,30,0,125,1.761
3,20,30,0,125,0.2
4,20,30,0,125,0.279
5,20,30,0,125,0.426
6,20,30,0,125,0.583
7,20,30,0,125,0.755
8,20,30,0,125,0.93
9,20,30,0,125,1.137
10,20,30,0,125,1.345
11,20,30,0,125,1.551
3,14,31,0,125,0.2
4,14,31,0,125,0.204
5,14,31,0,125,0.335
6,14,31,0,125,0.461
7,14,31,0,125,0.6
8,14,31,0,125,0.743
9,14,31,0,125,0.886
10,14,31,0,125,1.071
11,14,31,0,125,1.252
12,14,31,0,125,1.438
3,15,31,0,125,0.2
4,15,31,0,125,0.216
5,15,31,0,125,0.354
6,15,31,0,125,0.481
7,15,31,0,125,0.617
8,15,31,0,125,0.77
9,15,31,0,125,0.943
10,15,31,0,125,1.12
11,15,31,0,125,1.302
12,15,31,0,125,1.482
3,16,31,0,125,0.2
4,16,31,0,125,0.227
5,16,31,0,125,0.362
6,16,31,0,125,0.503
7,16,31,0,125,0.641
8,16,31,0,125,0.787
9,16,31,0,125,0.973
10,16,31,0,125,1.161
11,16,31,0,125,1.349
12,16,31,0,125,1.542
3,17,31,0,125,0.2
4,17,31,0,125,0.238
5,17,31,0,125,0.38
6,17,31,0,125,0.519
7,17,31,0,125,0.659
8,17,31,0,125,0.834
9,17,31,0,125,1.009
10,17,31,0,125,1.192
11,17,31,0,125,1.4
12,17,31,0,125,1.604
3,18,31,0,125,0.2
4,18,31,0,125,0.248
5,18,31,0,125,0.396
6,18,31,0,125,0.535
7,18,31,0,125,0.695
8,18,31,0,125,0.849
9,18,31,0,125,1.043
10,18,31,0,125,1.238
11,18,31,0,125,1.428
12,18,31,0,125,1.639
3,19,31,0,125,0.2
4,19,31,0,125,0.259
5,19,31,0,125,0.403
6,19,31,0,125,0.554
7,19,31,0,125,0.715
8,19,31,0,125,0.889
9,19,31,0,125,1.08
10,19,31,0,125,1.271
11,19,31,0,125,1.472
12,19,31,0,125,1.661
3,20,31,0,125,0.2
4,20,31,0,125,0.271
5,20,31,0,125,0.421
6,20,31,0,125,0.561
7,20,31,0,125,0.74
8,20,31,0,125,0.91
9,20,31,0,125,1.111
10,20,31,0,125,1.317
11,20,31,0,125,1.526
12,20,31,0,125,1.768
3,14,32,0,125,0.2
4,14,32,0,125,0.2
5,14,32,0,125,0.333
6,14,32,0,125,0.454
7,14,32,0,125,0.587
8,14,32,0,125,0.728
9,14,32,0,125,0.878
10,14,32,0,125,1.047
11,14,32,0,125,1.225
12,14,32,0,125,1.399
3,15,32,0,125,0.2
4,15,32,0,125,0.209
5,15,32,0,125,0.342
6,15,32,0,125,0.472
7,15,32,0,125,0.609
8,15,32,0,125,0.761
9,15,32,0,125,0.91
10,15,32,0,125,1.087
11,15,32,0,125,1.271
12,15,32,0,125,1.458
3,16,32,0,125,0.2
4,16,32,0,125,0.219
5,16,32,0,125,0.361
6,16,32,0,125,0.487
7,16,32,0,125,0.628
8,16,32,0,125,0.789
9,16,32,0,125,0.953
10,16,32,0,125,1.129
11,16,32,0,125,1.321
12,16,32,0,125,1.516
3,17,32,0,125,0.2
4,17,32,0,125,0.23
5,17,32,0,125,0.368
6,17,32,0,125,0.502
7,17,32,0,125,0.653
8,17,32,0,125,0.802
9,17,32,0,125,0.991
10,17,32,0,125,1.171
11,17,32,0,125,1.367
12,17,32,0,125,1.55
3,18,32,0,125,0.2
4,18,32,0,125,0.24
5,18,32,0,125,0.384
6,18,32,0,125,0.523
7,18,32,0,125,0.67
8,18,32,0,125,0.845
9,18,32,0,125,1.014
10,18,32,0,125,1.209
11,18,32,0,125,1.41
12,18,32,0,125,1.616
3,19,32,0,125,0.2
4,19,32,0,125,0.251
5,19,32,0,125,0.39
6,19,32,0,125,0.536
7,19,32,0,125,0.689
8,19,32,0,125,0.86
9,19,32,0,125,1.039
10,19,32,0,125,1.252
11,19,32,0,125,1.446
12,19,32,0,125,1.659
3,20,32,0,125,0.2
4,20,32,0,125,0.262
5,20,32,0,125,0.407
6,20,32,0,125,0.56
7,20,32,0,125,0.711
8,20,32,0,125,0.897
9,20,32,0,125,1.074
10,20,32,0,125,1.284
11,20,32,0,125,1.487
12,20,32,0,125,1.708
3,14,33,0,125,0.2
4,14,33,0,125,0.2
5,14,33,0,125,0.323
6,14,33,0,125,0.444
7,14,33,0,125,0.577
8,14,33,0,125,0.714
9,14,33,0,125,0.853
10,14,33,0,125,1.02
11,14,33,0,125,1.191
12,14,33,0,125,1.366
3,15,33,0,125,0.2
4,15,33,0,125,0.202
5,15,33,0,125,0.34
6,15,33,0,125,0.464
7,15,33,0,125,0.597
8,15,33,0,125,0.744
9,15,33,0,125,0.898
10,15,33,0,125,1.058
11,15,33,0,125,1.241
12,15,33,0,125,1.429
3,16,33,0,125,0.2
4,16,33,0,125,0.213
5,16,33,0,125,0.349
6,16,33,0,125,0.48
7,16,33,0,125,0.618
8,16,33,0,125,0.758
9,16,33,0,125,0.929
10,16,33,0,125,1.107
11,16,33,0,125,1.287
12,16,33,0,125,1.482
3,17,33,0,125,0.2
4,17,33,0,125,0.223
5,17,33,0,125,0.365
6,17,33,0,125,0.495
7,17,33,0,125,0.638
8,17,33,0,125,0.799
9,17,33,0,125,0.953
10,17,33,0,125,1.144
11,17,33,0,125,1.333
12,17,33,0,125,1.524
3,18,33,0,125,0.2
4,18,33,0,125,0.233
5,18,33,0,125,0.373
6,18,33,0,125,0.509
7,18,33,0,125,0.646
8,18,33,0,125,0.815
9,18,33,0,125,0.996
10,18,33,0,125,1.183
11,18,33,0,125,1.376
12,18,33,0,125,1.575
3,19,33,0,125,0.2
4,19,33,0,125,0.243
5,19,33,0,125,0.388
6,19,33,0,125,0.521
7,19,33,0,125,0.678
8,19,33,0,125,0.852
9,19,33,0,125,1.026
10,19,33,0,125,1.221
11,19,33,0,125,1.419
12,19,33,0,125,1.621
3,20,33,0,125,0.2
4,20,33,0,125,0.253
5,20,33,0,125,0.393
6,20,33,0,125,0.541
7,20,33,0,125,0.695
8,20,33,0,125,0.868
9,20,33,0,125,1.049
10,20,33,0,125,1.249
11,20,33,0,125,1.46
12,20,33,0,125,1.674
3,14,34,0,125,0.2
4,14,34,0,125,0.2
5,14,34,0,125,0.313
6,14,34,0,125,0.432
7,14,34,0,125,0.563
8,14,34,0,125,0.69
9,14,34,0,125,0.848
10,14,34,0,125,1.003
11,14,34,0,125,1.163
12,14,34,0,125,1.341
3,15,34,0,125,0.2
4,15,34,0,125,0.2
5,15,34,0,125,0.329
6,15,34,0,125,0.449
7,15,34,0,125,0.58
8,15,34,0,125,0.719
9,15,34,0,125,0.874
10,15,34,0,125,1.041
11,15,34,0,125,1.213
12,15,34,0,125,1.393
3,16,34,0,125,0.2
4,16,34,0,125,0.206
5,16,34,0,125,0.338
6,16,34,0,125,0.465
7,16,34,0,125,0.605
8,16,34,0,125,0.749
9,16,34,0,125,0.893
10,16,34,0,125,1.08
11,16,34,0,125,1.252
12,16,34,0,125,1.431
3,17,34,0,125,0.2
4,17,34,0,125,0.216
5,17,34,0,125,0.354
6,17,34,0,125,0.482
7,17,34,0,125,0.617
8,17,34,0,125,0.77
9,17,34,0,125,0.933
10,17,34,0,125,1.12
11,17,34,0,125,1.303
12,17,34,0,125,1.483
3,18,34,0,125,0.2
4,18,34,0,125,0.225
5,18,34,0,125,0.37
6,18,34,0,125,0.501
7,18,34,0,125,0.647
8,18,34,0,125,0.783
9,18,34,0,125,0.967
10,18,34,0,125,1.154
11,18,34,0,125,1.341
12,18,34,0,125,1.547
3,19,34,0,125,0.2
