L [m],Gamma soil kN/m3],phi soil [degree],Surcharge [kN/m],Concrete cost,Pile Diameter (X1) [m]
11,15,36,10,100,1.28
12,15,36,10,100,1.452
3,16,36,10,100,0.2
4,16,36,10,100,0.261
5,16,36,10,100,0.393
6,16,36,10,100,0.521
7,16,36,10,100,0.662
8,16,36,10,100,0.809
9,16,36,10,100,0.961
10,16,36,10,100,1.136
11,16,36,10,100,1.319
12,16,36,10,100,1.498
3,17,36,10,100,0.2
4,17,36,10,100,0.268
5,17,36,10,100,0.398
6,17,36,10,100,0.532
7,17,36,10,100,0.673
8,17,36,10,100,0.832
9,17,36,10,100,1
10,17,36,10,100,1.175
11,17,36,10,100,1.355
12,17,36,10,100,1.542
3,18,36,10,100,0.2
4,18,36,10,100,0.277
5,18,36,10,100,0.412
6,18,36,10,100,0.549
7,18,36,10,100,0.687
8,18,36,10,100,0.861
9,18,36,10,100,1.024
10,18,36,10,100,1.205
11,18,36,10,100,1.4
12,18,36,10,100,1.597
3,19,36,10,100,0.2
4,19,36,10,100,0.286
5,19,36,10,100,0.416
6,19,36,10,100,0.565
7,19,36,10,100,0.716
8,19,36,10,100,0.877
9,19,36,10,100,1.059
10,19,36,10,100,1.24
11,19,36,10,100,1.438
12,19,36,10,100,1.634
3,20,36,10,100,0.2
4,20,36,10,100,0.294
5,20,36,10,100,0.431
6,20,36,10,100,0.571
7,20,36,10,100,0.732
8,20,36,10,100,0.882
9,20,36,10,100,1.075
10,20,36,10,100,1.274
11,20,36,10,100,1.473
12,20,36,10,100,1.684
3,14,37,10,100,0.2
4,14,37,10,100,0.234
5,14,37,10,100,0.364
6,14,37,10,100,0.479
7,14,37,10,100,0.607
8,14,37,10,100,0.743
9,14,37,10,100,0.882
10,14,37,10,100,1.045
11,14,37,10,100,1.199
12,14,37,10,100,1.37
3,15,37,10,100,0.2
4,15,37,10,100,0.243
5,15,37,10,100,0.367
6,15,37,10,100,0.491
7,15,37,10,100,0.616
8,15,37,10,100,0.765
9,15,37,10,100,0.905
10,15,37,10,100,1.077
11,15,37,10,100,1.247
12,15,37,10,100,1.421
3,16,37,10,100,0.2
4,16,37,10,100,0.252
5,16,37,10,100,0.382
6,16,37,10,100,0.509
7,16,37,10,100,0.645
8,16,37,10,100,0.793
9,16,37,10,100,0.94
10,16,37,10,100,1.112
11,16,37,10,100,1.283
12,16,37,10,100,1.469
3,17,37,10,100,0.2
4,17,37,10,100,0.261
5,17,37,10,100,0.394
6,17,37,10,100,0.523
7,17,37,10,100,0.66
8,17,37,10,100,0.814
9,17,37,10,100,0.969
10,17,37,10,100,1.146
11,17,37,10,100,1.319
12,17,37,10,100,1.512
3,18,37,10,100,0.2
4,18,37,10,100,0.27
5,18,37,10,100,0.398
6,18,37,10,100,0.534
7,18,37,10,100,0.675
8,18,37,10,100,0.836
9,18,37,10,100,1.004
10,18,37,10,100,1.177
11,18,37,10,100,1.364
12,18,37,10,100,1.555
3,19,37,10,100,0.2
4,19,37,10,100,0.276
5,19,37,10,100,0.412
6,19,37,10,100,0.55
7,19,37,10,100,0.687
8,19,37,10,100,0.862
9,19,37,10,100,1.027
10,19,37,10,100,1.209
11,19,37,10,100,1.394
12,19,37,10,100,1.601
3,20,37,10,100,0.2
4,20,37,10,100,0.285
5,20,37,10,100,0.416
6,20,37,10,100,0.565
7,20,37,10,100,0.715
8,20,37,10,100,0.877
9,20,37,10,100,1.06
10,20,37,10,100,1.242
11,20,37,10,100,1.439
12,20,37,10,100,1.646
3,14,38,10,100,0.2
4,14,38,10,100,0.227
5,14,38,10,100,0.351
6,14,38,10,100,0.468
7,14,38,10,100,0.593
8,14,38,10,100,0.717
9,14,38,10,100,0.854
10,14,38,10,100,1.016
11,14,38,10,100,1.176
12,14,38,10,100,1.342
3,15,38,10,100,0.2
4,15,38,10,100,0.236
5,15,38,10,100,0.365
6,15,38,10,100,0.482
7,15,38,10,100,0.606
8,15,38,10,100,0.741
9,15,38,10,100,0.894
10,15,38,10,100,1.05
11,15,38,10,100,1.216
12,15,38,10,100,1.385
3,16,38,10,100,0.2
4,16,38,10,100,0.243
5,16,38,10,100,0.368
6,16,38,10,100,0.493
7,16,38,10,100,0.619
8,16,38,10,100,0.771
9,16,38,10,100,0.913
10,16,38,10,100,1.077
11,16,38,10,100,1.256
12,16,38,10,100,1.43
3,17,38,10,100,0.2
4,17,38,10,100,0.251
5,17,38,10,100,0.381
6,17,38,10,100,0.504
7,17,38,10,100,0.647
8,17,38,10,100,0.796
9,17,38,10,100,0.947
10,17,38,10,100,1.12
11,17,38,10,100,1.293
12,17,38,10,100,1.476
3,18,38,10,100,0.2
4,18,38,10,100,0.26
5,18,38,10,100,0.393
6,18,38,10,100,0.523
7,18,38,10,100,0.662
8,18,38,10,100,0.801
9,18,38,10,100,0.973
10,18,38,10,100,1.151
11,18,38,10,100,1.327
12,18,38,10,100,1.516
3,19,38,10,100,0.2
4,19,38,10,100,0.266
5,19,38,10,100,0.396
6,19,38,10,100,0.533
7,19,38,10,100,0.675
8,19,38,10,100,0.837
9,19,38,10,100,1.006
10,19,38,10,100,1.18
11,19,38,10,100,1.356
12,19,38,10,100,1.561
3,20,38,10,100,0.2
4,20,38,10,100,0.275
5,20,38,10,100,0.411
6,20,38,10,100,0.548
7,20,38,10,100,0.686
8,20,38,10,100,0.862
9,20,38,10,100,1.027
10,20,38,10,100,1.21
11,20,38,10,100,1.394
12,20,38,10,100,1.6
3,14,27,15,100,0.2
4,14,27,15,100,0.36
5,14,27,15,100,0.502
6,14,27,15,100,0.652
7,14,27,15,100,0.808
8,14,27,15,100,0.994
9,14,27,15,100,1.187
10,14,27,15,100,1.384
11,14,27,15,100,1.595
3,15,27,15,100,0.214
4,15,27,15,100,0.361
5,15,27,15,100,0.512
6,15,27,15,100,0.662
7,15,27,15,100,0.845
8,15,27,15,100,1.022
9,15,27,15,100,1.223
10,15,27,15,100,1.427
11,15,27,15,100,1.634
3,16,27,15,100,0.22
4,16,27,15,100,0.374
5,16,27,15,100,0.528
6,16,27,15,100,0.691
7,16,27,15,100,0.854
8,16,27,15,100,1.059
9,16,27,15,100,1.257
10,16,27,15,100,1.469
11,16,27,15,100,1.67
3,17,27,15,100,0.225
4,17,27,15,100,0.386
5,17,27,15,100,0.535
6,17,27,15,100,0.703
7,17,27,15,100,0.885
8,17,27,15,100,1.077
9,17,27,15,100,1.293
10,17,27,15,100,1.506
11,17,27,15,100,1.742
3,18,27,15,100,0.232
4,18,27,15,100,0.387
5,18,27,15,100,0.554
6,18,27,15,100,0.717
7,18,27,15,100,0.897
8,18,27,15,100,1.113
9,18,27,15,100,1.32
10,18,27,15,100,1.54
3,19,27,15,100,0.238
4,19,27,15,100,0.4
5,19,27,15,100,0.568
6,19,27,15,100,0.744
7,19,27,15,100,0.932
8,19,27,15,100,1.137
9,19,27,15,100,1.357
10,19,27,15,100,1.589
3,20,27,15,100,0.244
4,20,27,15,100,0.412
5,20,27,15,100,0.571
6,20,27,15,100,0.761
7,20,27,15,100,0.956
8,20,27,15,100,1.164
9,20,27,15,100,1.392
10,20,27,15,100,1.629
3,14,28,15,100,0.202
4,14,28,15,100,0.348
5,14,28,15,100,0.488
6,14,28,15,100,0.638
7,14,28,15,100,0.803
8,14,28,15,100,0.967
9,14,28,15,100,1.16
10,14,28,15,100,1.352
11,14,28,15,100,1.551
12,14,28,15,100,1.758
3,15,28,15,100,0.208
4,15,28,15,100,0.36
5,15,28,15,100,0.504
6,15,28,15,100,0.656
7,15,28,15,100,0.815
8,15,28,15,100,1.005
9,15,28,15,100,1.191
10,15,28,15,100,1.395
11,15,28,15,100,1.608
3,16,28,15,100,0.213
4,16,28,15,100,0.361
5,16,28,15,100,0.513
6,16,28,15,100,0.665
7,16,28,15,100,0.848
8,16,28,15,100,1.031
9,16,28,15,100,1.225
10,16,28,15,100,1.436
11,16,28,15,100,1.656
3,17,28,15,100,0.218
4,17,28,15,100,0.374
5,17,28,15,100,0.529
6,17,28,15,100,0.692
7,17,28,15,100,0.858
8,17,28,15,100,1.058
9,17,28,15,100,1.26
10,17,28,15,100,1.475
11,17,28,15,100,1.679
3,18,28,15,100,0.223
4,18,28,15,100,0.387
5,18,28,15,100,0.541
6,18,28,15,100,0.704
7,18,28,15,100,0.888
8,18,28,15,100,1.082
9,18,28,15,100,1.293
10,18,28,15,100,1.517
11,18,28,15,100,1.724
3,19,28,15,100,0.229
4,19,28,15,100,0.386
5,19,28,15,100,0.553
6,19,28,15,100,0.717
7,19,28,15,100,0.898
8,19,28,15,100,1.117
9,19,28,15,100,1.326
10,19,28,15,100,1.553
3,20,28,15,100,0.236
4,20,28,15,100,0.398
5,20,28,15,100,0.566
6,20,28,15,100,0.743
7,20,28,15,100,0.932
8,20,28,15,100,1.139
9,20,28,15,100,1.36
10,20,28,15,100,1.592
3,14,29,15,100,0.2
4,14,29,15,100,0.336
5,14,29,15,100,0.478
6,14,29,15,100,0.615
7,14,29,15,100,0.778
8,14,29,15,100,0.949
9,14,29,15,100,1.128
10,14,29,15,100,1.324
11,14,29,15,100,1.519
12,14,29,15,100,1.723
3,15,29,15,100,0.201
4,15,29,15,100,0.348
5,15,29,15,100,0.486
6,15,29,15,100,0.642
7,15,29,15,100,0.785
8,15,29,15,100,0.977
9,15,29,15,100,1.162
10,15,29,15,100,1.363
11,15,29,15,100,1.551
12,15,29,15,100,1.785
3,16,29,15,100,0.206
4,16,29,15,100,0.36
5,16,29,15,100,0.505
6,16,29,15,100,0.659
7,16,29,15,100,0.821
8,16,29,15,100,1.003
9,16,29,15,100,1.193
10,16,29,15,100,1.396
11,16,29,15,100,1.598
3,17,29,15,100,0.201
4,17,29,15,100,0.361
5,17,29,15,100,0.513
6,17,29,15,100,0.667
7,17,29,15,100,0.852
8,17,29,15,100,1.037
9,17,29,15,100,1.234
10,17,29,15,100,1.426
11,17,29,15,100,1.641
3,18,29,15,100,0.216
4,18,29,15,100,0.372
5,18,29,15,100,0.528
6,18,29,15,100,0.695
7,18,29,15,100,0.863
8,18,29,15,100,1.062
9,18,29,15,100,1.267
10,18,29,15,100,1.484
11,18,29,15,100,1.713
3,19,29,15,100,0.222
4,19,29,15,100,0.384
5,19,29,15,100,0.538
6,19,29,15,100,0.703
7,19,29,15,100,0.89
8,19,29,15,100,1.085
9,19,29,15,100,1.297
10,19,29,15,100,1.519
11,19,29,15,100,1.743
3,20,29,15,100,0.227
4,20,29,15,100,0.395
5,20,29,15,100,0.552
6,20,29,15,100,0.717
7,20,29,15,100,0.898
8,20,29,15,100,1.117
9,20,29,15,100,1.328
10,20,29,15,100,1.555
3,14,30,15,100,0.2
4,14,30,15,100,0.335
5,14,30,15,100,0.465
6,14,30,15,100,0.607
7,14,30,15,100,0.75
8,14,30,15,100,0.926
9,14,30,15,100,1.107
10,14,30,15,100,1.292
11,14,30,15,100,1.484
12,14,30,15,100,1.686
3,15,30,15,100,0.2
4,15,30,15,100,0.337
5,15,30,15,100,0.479
6,15,30,15,100,0.619
7,15,30,15,100,0.789
8,15,30,15,100,0.958
9,15,30,15,100,1.136
10,15,30,15,100,1.33
11,15,30,15,100,1.526
12,15,30,15,100,1.721
3,16,30,15,100,0.2
4,16,30,15,100,0.348
5,16,30,15,100,0.487
6,16,30,15,100,0.644
7,16,30,15,100,0.79
8,16,30,15,100,0.988
9,16,30,15,100,1.173
10,16,30,15,100,1.364
11,16,30,15,100,1.587
3,17,30,15,100,0.2
4,17,30,15,100,0.359
5,17,30,15,100,0.505
6,17,30,15,100,0.662
7,17,30,15,100,0.824
8,17,30,15,100,1.008
9,17,30,15,100,1.2
10,17,30,15,100,1.407
11,17,30,15,100,1.612
3,18,30,15,100,0.21
4,18,30,15,100,0.359
5,18,30,15,100,0.513
6,18,30,15,100,0.667
7,18,30,15,100,0.849
8,18,30,15,100,1.039
9,18,30,15,100,1.234
10,18,30,15,100,1.435
11,18,30,15,100,1.661
3,19,30,15,100,0.216
4,19,30,15,100,0.371
5,19,30,15,100,0.527
6,19,30,15,100,0.692
7,19,30,15,100,0.862
8,19,30,15,100,1.055
9,19,30,15,100,1.27
10,19,30,15,100,1.483
11,19,30,15,100,1.697
3,20,30,15,100,0.22
4,20,30,15,100,0.382
5,20,30,15,100,0.536
6,20,30,15,100,0.707
7,20,30,15,100,0.889
8,20,30,15,100,1.085
9,20,30,15,100,1.299
10,20,30,15,100,1.521
11,20,30,15,100,1.779
3,14,31,15,100,0.2
4,14,31,15,100,0.323
5,14,31,15,100,0.453
6,14,31,15,100,0.593
7,14,31,15,100,0.74
8,14,31,15,100,0.89
9,14,31,15,100,1.082
10,14,31,15,100,1.259
11,14,31,15,100,1.441
12,14,31,15,100,1.653
3,15,31,15,100,0.2
4,15,31,15,100,0.334
5,15,31,15,100,0.467
6,15,31,15,100,0.61
7,15,31,15,100,0.755
8,15,31,15,100,0.934
9,15,31,15,100,1.114
10,15,31,15,100,1.301
11,15,31,15,100,1.486
12,15,31,15,100,1.695
3,16,31,15,100,0.2
4,16,31,15,100,0.335
5,16,31,15,100,0.48
6,16,31,15,100,0.621
7,16,31,15,100,0.792
8,16,31,15,100,0.961
9,16,31,15,100,1.146
10,16,31,15,100,1.341
11,16,31,15,100,1.543
12,16,31,15,100,1.769
3,17,31,15,100,0.2
4,17,31,15,100,0.347
5,17,31,15,100,0.487
6,17,31,15,100,0.646
7,17,31,15,100,0.793
8,17,31,15,100,0.99
9,17,31,15,100,1.175
10,17,31,15,100,1.374
11,17,31,15,100,1.581
3,18,31,15,100,0.204
4,18,31,15,100,0.357
5,18,31,15,100,0.504
6,18,31,15,100,0.663
7,18,31,15,100,0.826
8,18,31,15,100,1.012
9,18,31,15,100,1.206
10,18,31,15,100,1.415
11,18,31,15,100,1.624
3,19,31,15,100,0.208
4,19,31,15,100,0.368
5,19,31,15,100,0.511
6,19,31,15,100,0.667
7,19,31,15,100,0.85
8,19,31,15,100,1.04
9,19,31,15,100,1.237
10,19,31,15,100,1.439
11,19,31,15,100,1.66
3,20,31,15,100,0.213
4,20,31,15,100,0.368
5,20,31,15,100,0.525
6,20,31,15,100,0.692
7,20,31,15,100,0.861
8,20,31,15,100,1.055
9,20,31,15,100,1.271
10,20,31,15,100,1.486
11,20,31,15,100,1.701
3,14,32,15,100,0.2
4,14,32,15,100,0.315
5,14,32,15,100,0.442
6,14,32,15,100,0.575
7,14,32,15,100,0.722
8,14,32,15,100,0.881
9,14,32,15,100,1.057
10,14,32,15,100,1.232
11,14,32,15,100,1.422
12,14,32,15,100,1.594
3,15,32,15,100,0.2
4,15,32,15,100,0.323
5,15,32,15,100,0.454
6,15,32,15,100,0.597
7,15,32,15,100,0.746
8,15,32,15,100,0.899
9,15,32,15,100,1.082
10,15,32,15,100,1.27
11,15,32,15,100,1.461
12,15,32,15,100,1.659
3,16,32,15,100,0.2
4,16,32,15,100,0.333
5,16,32,15,100,0.467
6,16,32,15,100,0.612
7,16,32,15,100,0.76
8,16,32,15,100,0.94
9,16,32,15,100,1.12
10,16,32,15,100,1.306
11,16,32,15,100,1.502
12,16,32,15,100,1.705
3,17,32,15,100,0.2
4,17,32,15,100,0.335
5,17,32,15,100,0.479
6,17,32,15,100,0.622
7,17,32,15,100,0.793
8,17,32,15,100,0.966
9,17,32,15,100,1.153
10,17,32,15,100,1.341
11,17,32,15,100,1.544
12,17,32,15,100,1.774
3,18,32,15,100,0.2
4,18,32,15,100,0.345
5,18,32,15,100,0.49
6,18,32,15,100,0.646
7,18,32,15,100,0.795
8,18,32,15,100,0.993
9,18,32,15,100,1.18
10,18,32,15,100,1.381
11,18,32,15,100,1.591
3,19,32,15,100,0.202
4,19,32,15,100,0.355
5,19,32,15,100,0.503
6,19,32,15,100,0.66
7,19,32,15,100,0.826
8,19,32,15,100,1.013
9,19,32,15,100,1.209
10,19,32,15,100,1.419
11,19,32,15,100,1.622
3,20,32,15,100,0.206
4,20,32,15,100,0.366
5,20,32,15,100,0.509
6,20,32,15,100,0.665
7,20,32,15,100,0.848
8,20,32,15,100,1.039
9,20,32,15,100,1.238
10,20,32,15,100,1.442
11,20,32,15,100,1.663
3,14,33,15,100,0.2
4,14,33,15,100,0.305
5,14,33,15,100,0.429
6,14,33,15,100,0.569
7,14,33,15,100,0.707
8,14,33,15,100,0.852
9,14,33,15,100,1.028
10,14,33,15,100,1.197
11,14,33,15,100,1.382
12,14,33,15,100,1.562
3,15,33,15,100,0.2
4,15,33,15,100,0.312
5,15,33,15,100,0.442
6,15,33,15,100,0.578
7,15,33,15,100,0.727
8,15,33,15,100,0.889
9,15,33,15,100,1.061
10,15,33,15,100,1.24
11,15,33,15,100,1.426
12,15,33,15,100,1.611
3,16,33,15,100,0.2
4,16,33,15,100,0.323
5,16,33,15,100,0.454
6,16,33,15,100,0.599
7,16,33,15,100,0.749
8,16,33,15,100,0.905
9,16,33,15,100,1.09
10,16,33,15,100,1.269
11,16,33,15,100,1.469
12,16,33,15,100,1.637
3,17,33,15,100,0.2
4,17,33,15,100,0.332
5,17,33,15,100,0.466
6,17,33,15,100,0.613
7,17,33,15,100,0.762
8,17,33,15,100,0.944
9,17,33,15,100,1.126
10,17,33,15,100,1.316
11,17,33,15,100,1.514
12,17,33,15,100,1.721
3,18,33,15,100,0.2
4,18,33,15,100,0.342
5,18,33,15,100,0.478
6,18,33,15,100,0.622
7,18,33,15,100,0.795
8,18,33,15,100,0.968
9,18,33,15,100,1.152
10,18,33,15,100,1.347
11,18,33,15,100,1.549
12,18,33,15,100,1.778
3,19,33,15,100,0.2
4,19,33,15,100,0.343
5,19,33,15,100,0.488
6,19,33,15,100,0.644
7,19,33,15,100,0.794
8,19,33,15,100,0.994
9,19,33,15,100,1.182
10,19,33,15,100,1.385
11,19,33,15,100,1.598
3,20,33,15,100,0.2
4,20,33,15,100,0.353
5,20,33,15,100,0.5
6,20,33,15,100,0.658
7,20,33,15,100,0.826
8,20,33,15,100,1.012
9,20,33,15,100,1.208
10,20,33,15,100,1.421
11,20,33,15,100,1.626
3,14,34,15,100,0.2
4,14,34,15,100,0.294
5,14,34,15,100,0.415
6,14,34,15,100,0.554
7,14,34,15,100,0.695
8,14,34,15,100,0.847
9,14,34,15,100,1.009
10,14,34,15,100,1.176
11,14,34,15,100,1.353
12,14,34,15,100,1.535
3,15,34,15,100,0.2
4,15,34,15,100,0.303
5,15,34,15,100,0.43
6,15,34,15,100,0.567
7,15,34,15,100,0.712
8,15,34,15,100,0.86
9,15,34,15,100,1.038
10,15,34,15,100,1.21
11,15,34,15,100,1.396
12,15,34,15,100,1.583
3,16,34,15,100,0.2
4,16,34,15,100,0.312
5,16,34,15,100,0.443
6,16,34,15,100,0.579
7,16,34,15,100,0.731
8,16,34,15,100,0.894
9,16,34,15,100,1.059
10,16,34,15,100,1.25
11,16,34,15,100,1.44
12,16,34,15,100,1.633
3,17,34,15,100,0.2
4,17,34,15,100,0.321
5,17,34,15,100,0.453
6,17,34,15,100,0.599
7,17,34,15,100,0.751
8,17,34,15,100,0.908
9,17,34,15,100,1.096
10,17,34,15,100,1.277
11,17,34,15,100,1.479
12,17,34,15,100,1.69
3,18,34,15,100,0.2
4,18,34,15,100,0.33
5,18,34,15,100,0.465
6,18,34,15,100,0.612
7,18,34,15,100,0.763
8,18,34,15,100,0.946
9,18,34,15,100,1.116
10,18,34,15,100,1.317
11,18,34,15,100,1.516
12,18,34,15,100,1.729
3,19,34,15,100,0.2
4,19,34,15,100,0.34
5,19,34,15,100,0.476
6,19,34,15,100,0.62
7,19,34,15,100,0.794
8,19,34,15,100,0.954
9,19,34,15,100,1.153
10,19,34,15,100,1.35
11,19,34,15,100,1.556
3,20,34,15,100,0.2
4,20,34,15,100,0.341
5,20,34,15,100,0.485
6,20,34,15,100,0.642
7,20,34,15,100,0.792
8,20,34,15,100,0.993
9,20,34,15,100,1.182
10,20,34,15,100,1.38
11,20,34,15,100,1.598
3,14,35,15,100,0.2
4,14,35,15,100,0.285
5,14,35,15,100,0.412
6,14,35,15,100,0.538
7,14,35,15,100,0.669
8,14,35,15,100,0.817
9,14,35,15,100,0.979
10,14,35,15,100,1.147
11,14,35,15,100,1.322
12,14,35,15,100,1.494
3,15,35,15,100,0.2
4,15,35,15,100,0.294
5,15,35,15,100,0.416
6,15,35,15,100,0.554
7,15,35,15,100,0.684
8,15,35,15,100,0.851
9,15,35,15,100,1.008
10,15,35,15,100,1.184
11,15,35,15,100,1.361
12,15,35,15,100,1.54
3,16,35,15,100,0.2
4,16,35,15,100,0.301
5,16,35,15,100,0.43
6,16,35,15,100,0.568
7,16,35,15,100,0.715
8,16,35,15,100,0.865
9,16,35,15,100,1.043
10,16,35,15,100,1.22
11,16,35,15,100,1.396
12,16,35,15,100,1.594
3,17,35,15,100,0.2
4,17,35,15,100,0.31
5,17,35,15,100,0.442
6,17,35,15,100,0.579
7,17,35,15,100,0.734
8,17,35,15,100,0.897
9,17,35,15,100,1.064
10,17,35,15,100,1.252
11,17,35,15,100,1.427
12,17,35,15,100,1.645
3,18,35,15,100,0.2
4,18,35,15,100,0.319
5,18,35,15,100,0.451
6,18,35,15,100,0.598
7,18,35,15,100,0.752
8,18,35,15,100,0.91
9,18,35,15,100,1.099
10,18,35,15,100,1.282
11,18,35,15,100,1.48
12,18,35,15,100,1.693
3,19,35,15,100,0.2
4,19,35,15,100,0.328
5,19,35,15,100,0.463
6,19,35,15,100,0.61
7,19,35,15,100,0.761
8,19,35,15,100,0.946
9,19,35,15,100,1.117
10,19,35,15,100,1.319
11,19,35,15,100,1.52
12,19,35,15,100,1.743
3,20,35,15,100,0.2
4,20,35,15,100,0.337
5,20,35,15,100,0.474
6,20,35,15,100,0.617
7,20,35,15,100,0.793
8,20,35,15,100,0.952
9,20,35,15,100,1.153
10,20,35,15,100,1.35
11,20,35,15,100,1.557
12,20,35,15,100,1.778
3,14,36,15,100,0.2
4,14,36,15,100,0.275
5,14,36,15,100,0.398
6,14,36,15,100,0.527
7,14,36,15,100,0.662
8,14,36,15,100,0.784
9,14,36,15,100,0.957
10,14,36,15,100,1.122
11,14,36,15,100,1.287
12,14,36,15,100,1.464
3,15,36,15,100,0.2
4,15,36,15,100,0.283
5,15,36,15,100,0.412
6,15,36,15,100,0.535
7,15,36,15,100,0.673
8,15,36,15,100,0.822
9,15,36,15,100,0.988
10,15,36,15,100,1.153
11,15,36,15,100,1.327
12,15,36,15,100,1.511
3,16,36,15,100,0.2
4,16,36,15,100,0.292
5,16,36,15,100,0.415
6,16,36,15,100,0.555
7,16,36,15,100,0.692
8,16,36,15,100,0.851
9,16,36,15,100,1.014
10,16,36,15,100,1.181
11,16,36,15,100,1.361
12,16,36,15,100,1.557
3,17,36,15,100,0.2
4,17,36,15,100,0.3
5,17,36,15,100,0.429
6,17,36,15,100,0.567
7,17,36,15,100,0.716
8,17,36,15,100,0.867
9,17,36,15,100,1.039
10,17,36,15,100,1.223
11,17,36,15,100,1.405
12,17,36,15,100,1.603
3,18,36,15,100,0.2
4,18,36,15,100,0.309
5,18,36,15,100,0.44
6,18,36,15,100,0.578
7,18,36,15,100,0.732
8,18,36,15,100,0.898
9,18,36,15,100,1.067
10,18,36,15,100,1.256
11,18,36,15,100,1.432
12,18,36,15,100,1.652
3,19,36,15,100,0.2
4,19,36,15,100,0.317
5,19,36,15,100,0.449
6,19,36,15,100,0.596
7,19,36,15,100,0.75
8,19,36,15,100,0.909
9,19,36,15,100,1.099
10,19,36,15,100,1.284
11,19,36,15,100,1.48
12,19,36,15,100,1.692
3,20,36,15,100,0.2
4,20,36,15,100,0.326
5,20,36,15,100,0.46
6,20,36,15,100,0.607
7,20,36,15,100,0.759
8,20,36,15,100,0.945
9,20,36,15,100,1.116
10,20,36,15,100,1.319
11,20,36,15,100,1.519
12,20,36,15,100,1.74
3,14,37,15,100,0.2
4,14,37,15,100,0.266
5,14,37,15,100,0.394
6,14,37,15,100,0.512
7,14,37,15,100,0.645
8,14,37,15,100,0.782
9,14,37,15,100,0.937
10,14,37,15,100,1.088
11,14,37,15,100,1.258
12,14,37,15,100,1.427
3,15,37,15,100,0.2
4,15,37,15,100,0.275
5,15,37,15,100,0.397
6,15,37,15,100,0.528
7,15,37,15,100,0.66
8,15,37,15,100,0.805
9,15,37,15,100,0.961
10,15,37,15,100,1.117
11,15,37,15,100,1.294
12,15,37,15,100,1.475
3,16,37,15,100,0.2
4,16,37,15,100,0.282
5,16,37,15,100,0.41
6,16,37,15,100,0.535
7,16,37,15,100,0.675
8,16,37,15,100,0.826
9,16,37,15,100,0.994
10,16,37,15,100,1.161
11,16,37,15,100,1.337
12,16,37,15,100,1.519
3,17,37,15,100,0.2
4,17,37,15,100,0.29
5,17,37,15,100,0.414
6,17,37,15,100,0.554
7,17,37,15,100,0.688
8,17,37,15,100,0.853
9,17,37,15,100,1.018
10,17,37,15,100,1.188
11,17,37,15,100,1.369
12,17,37,15,100,1.564
3,18,37,15,100,0.2
4,18,37,15,100,0.298
5,18,37,15,100,0.427
6,18,37,15,100,0.566
7,18,37,15,100,0.716
8,18,37,15,100,0.868
9,18,37,15,100,1.041
10,18,37,15,100,1.216
11,18,37,15,100,1.409
12,18,37,15,100,1.608
3,19,37,15,100,0.2
4,19,37,15,100,0.306
5,19,37,15,100,0.441
6,19,37,15,100,0.577
7,19,37,15,100,0.73
8,19,37,15,100,0.897
9,19,37,15,100,1.066
10,19,37,15,100,1.258
11,19,37,15,100,1.434
12,19,37,15,100,1.655
3,20,37,15,100,0.2
4,20,37,15,100,0.314
5,20,37,15,100,0.452
6,20,37,15,100,0.593
7,20,37,15,100,0.747
8,20,37,15,100,0.906
9,20,37,15,100,1.097
10,20,37,15,100,1.282
11,20,37,15,100,1.481
12,20,37,15,100,1.67
3,14,38,15,100,0.2
4,14,38,15,100,0.257
5,14,38,15,100,0.381
6,14,38,15,100,0.503
7,14,38,15,100,0.623
8,14,38,15,100,0.762
9,14,38,15,100,0.894
10,14,38,15,100,1.065
11,14,38,15,100,1.221
12,14,38,15,100,1.395
3,15,38,15,100,0.2
4,15,38,15,100,0.265
5,15,38,15,100,0.393
6,15,38,15,100,0.512
7,15,38,15,100,0.648
8,15,38,15,100,0.79
9,15,38,15,100,0.939
10,15,38,15,100,1.098
11,15,38,15,100,1.263
12,15,38,15,100,1.441
3,16,38,15,100,0.2
4,16,38,15,100,0.272
5,16,38,15,100,0.397
6,16,38,15,100,0.527
7,16,38,15,100,0.661
8,16,38,15,100,0.792
9,16,38,15,100,0.966
10,16,38,15,100,1.124
11,16,38,15,100,1.303
12,16,38,15,100,1.48
3,17,38,15,100,0.2
4,17,38,15,100,0.28
5,17,38,15,100,0.409
6,17,38,15,100,0.541
7,17,38,15,100,0.675
8,17,38,15,100,0.827
9,17,38,15,100,0.987
10,17,38,15,100,1.154
11,17,38,15,100,1.341
12,17,38,15,100,1.514
3,18,38,15,100,0.2
4,18,38,15,100,0.288
5,18,38,15,100,0.422
6,18,38,15,100,0.553
7,18,38,15,100,0.686
8,18,38,15,100,0.853
9,18,38,15,100,1.019
10,18,38,15,100,1.189
11,18,38,15,100,1.372
12,18,38,15,100,1.55
3,19,38,15,100,0.2
4,19,38,15,100,0.296
5,19,38,15,100,0.424
6,19,38,15,100,0.569
7,19,38,15,100,0.713
8,19,38,15,100,0.868
9,19,38,15,100,1.04
10,19,38,15,100,1.217
11,19,38,15,100,1.411
12,19,38,15,100,1.609
3,20,38,15,100,0.2
4,20,38,15,100,0.303
5,20,38,15,100,0.438
6,20,38,15,100,0.573
7,20,38,15,100,0.727
8,20,38,15,100,0.896
9,20,38,15,100,1.064
10,20,38,15,100,1.255
11,20,38,15,100,1.433
12,20,38,15,100,1.649
3,14,27,20,100,0.236
4,14,27,20,100,0.392
5,14,27,20,100,0.536
6,14,27,20,100,0.689
